[000500/100000]	Cells: 0  Coverage: 0.00000000%		Max Fitness: -Infinity	Mean Fitness: NaN	Min Fitness: Infinity	QD Score: 0.00000000
[084000/100000]	Cells: 264  Coverage: 0.10070801%		Max Fitness: 0.06908930	Mean Fitness: 0.05721115	Min Fitness: 0.04866357	QD Score: 15.10374296
[084500/100000]	Cells: 267  Coverage: 0.10185242%		Max Fitness: 0.06908930	Mean Fitness: 0.05718391	Min Fitness: 0.04866357	QD Score: 15.26810507
[085000/100000]	Cells: 269  Coverage: 0.10261536%		Max Fitness: 0.06908930	Mean Fitness: 0.05716017	Min Fitness: 0.04866357	QD Score: 15.37608463
[085500/100000]	Cells: 269  Coverage: 0.10261536%		Max Fitness: 0.06908930	Mean Fitness: 0.05716314	Min Fitness: 0.04866357	QD Score: 15.37688529
[086000/100000]	Cells: 270  Coverage: 0.10299683%		Max Fitness: 0.06908930	Mean Fitness: 0.05717891	Min Fitness: 0.04866357	QD Score: 15.43830475
[086500/100000]	Cells: 270  Coverage: 0.10299683%		Max Fitness: 0.06908930	Mean Fitness: 0.05718370	Min Fitness: 0.04866357	QD Score: 15.43959835
[087000/100000]	Cells: 270  Coverage: 0.10299683%		Max Fitness: 0.06908930	Mean Fitness: 0.05718370	Min Fitness: 0.04866357	QD Score: 15.43959835
[087500/100000]	Cells: 270  Coverage: 0.10299683%		Max Fitness: 0.06908930	Mean Fitness: 0.05719096	Min Fitness: 0.04866357	QD Score: 15.44155954
[088000/100000]	Cells: 270  Coverage: 0.10299683%		Max Fitness: 0.06908930	Mean Fitness: 0.05720339	Min Fitness: 0.04866357	QD Score: 15.44491396
[088500/100000]	Cells: 271  Coverage: 0.10337830%		Max Fitness: 0.06908930	Mean Fitness: 0.05721223	Min Fitness: 0.04866357	QD Score: 15.50451342
[089000/100000]	Cells: 271  Coverage: 0.10337830%		Max Fitness: 0.06908930	Mean Fitness: 0.05721651	Min Fitness: 0.04866357	QD Score: 15.50567369
[089500/100000]	Cells: 272  Coverage: 0.10375977%		Max Fitness: 0.06908930	Mean Fitness: 0.05720071	Min Fitness: 0.04814526	QD Score: 15.55859370
[090000/100000]	Cells: 273  Coverage: 0.10414124%		Max Fitness: 0.06908930	Mean Fitness: 0.05719821	Min Fitness: 0.04814526	QD Score: 15.61511004
[090500/100000]	Cells: 273  Coverage: 0.10414124%		Max Fitness: 0.06908930	Mean Fitness: 0.05722372	Min Fitness: 0.04814526	QD Score: 15.62207649
[091000/100000]	Cells: 273  Coverage: 0.10414124%		Max Fitness: 0.06908930	Mean Fitness: 0.05723962	Min Fitness: 0.04814526	QD Score: 15.62641675
[091500/100000]	Cells: 273  Coverage: 0.10414124%		Max Fitness: 0.06908930	Mean Fitness: 0.05724375	Min Fitness: 0.04814526	QD Score: 15.62754244
[092000/100000]	Cells: 276  Coverage: 0.10528564%		Max Fitness: 0.06908930	Mean Fitness: 0.05720356	Min Fitness: 0.04814526	QD Score: 15.78818179
[092500/100000]	Cells: 278  Coverage: 0.10604858%		Max Fitness: 0.06908930	Mean Fitness: 0.05718325	Min Fitness: 0.04814526	QD Score: 15.89694457
[093000/100000]	Cells: 278  Coverage: 0.10604858%		Max Fitness: 0.06908930	Mean Fitness: 0.05718325	Min Fitness: 0.04814526	QD Score: 15.89694457
[093500/100000]	Cells: 278  Coverage: 0.10604858%		Max Fitness: 0.06908930	Mean Fitness: 0.05720628	Min Fitness: 0.04814526	QD Score: 15.90334496
[094000/100000]	Cells: 281  Coverage: 0.10719299%		Max Fitness: 0.06908930	Mean Fitness: 0.05718775	Min Fitness: 0.04814526	QD Score: 16.06975650
[094500/100000]	Cells: 282  Coverage: 0.10757446%		Max Fitness: 0.06908930	Mean Fitness: 0.05723223	Min Fitness: 0.04814526	QD Score: 16.13949007
[095000/100000]	Cells: 282  Coverage: 0.10757446%		Max Fitness: 0.06908930	Mean Fitness: 0.05724398	Min Fitness: 0.04814526	QD Score: 16.14280322
[095500/100000]	Cells: 282  Coverage: 0.10757446%		Max Fitness: 0.06908930	Mean Fitness: 0.05724920	Min Fitness: 0.04814526	QD Score: 16.14427563
[096000/100000]	Cells: 283  Coverage: 0.10795593%		Max Fitness: 0.06908930	Mean Fitness: 0.05729049	Min Fitness: 0.04814526	QD Score: 16.21320984
[096500/100000]	Cells: 283  Coverage: 0.10795593%		Max Fitness: 0.06908930	Mean Fitness: 0.05730526	Min Fitness: 0.04814526	QD Score: 16.21738775
[097000/100000]	Cells: 284  Coverage: 0.10833740%		Max Fitness: 0.06908930	Mean Fitness: 0.05733186	Min Fitness: 0.04814526	QD Score: 16.28224852
[097500/100000]	Cells: 286  Coverage: 0.10910034%		Max Fitness: 0.06908930	Mean Fitness: 0.05733813	Min Fitness: 0.04814526	QD Score: 16.39870553
[098000/100000]	Cells: 287  Coverage: 0.10948181%		Max Fitness: 0.06908930	Mean Fitness: 0.05736405	Min Fitness: 0.04814526	QD Score: 16.46348105
[098500/100000]	Cells: 287  Coverage: 0.10948181%		Max Fitness: 0.06908930	Mean Fitness: 0.05736405	Min Fitness: 0.04814526	QD Score: 16.46348105
[099000/100000]	Cells: 287  Coverage: 0.10948181%		Max Fitness: 0.06908930	Mean Fitness: 0.05736405	Min Fitness: 0.04814526	QD Score: 16.46348105
[099500/100000]	Cells: 289  Coverage: 0.11024475%		Max Fitness: 0.06908930	Mean Fitness: 0.05739593	Min Fitness: 0.04814526	QD Score: 16.58742438
[100000/100000]	Cells: 289  Coverage: 0.11024475%		Max Fitness: 0.06908930	Mean Fitness: 0.05739593	Min Fitness: 0.04814526	QD Score: 16.58742438
